,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp.,Wind Speed
28,Dispur,75,IN,1569541885,100,26.14,91.79,75.2,4.7
29,Asyut,0,EG,1569541886,47,27.18,31.19,78.8,5.82
30,Hualmay,5,PE,1569541886,91,-11.1,-77.61,61.36,11.43
31,Bereznik,86,RU,1569541886,97,62.86,42.71,32.96,6.24
32,Oranjemund,77,ZA,1569541887,57,-28.55,16.43,64.83,4.34
33,Lebu,78,ET,1569541820,84,8.96,38.73,52.85,3.13
34,Haapiti,20,PF,1569541887,62,-17.57,-149.87,84.2,8.05
35,Mount Gambier,75,AU,1569541887,100,-37.83,140.78,50.0,20.8
36,Rikitea,92,PF,1569541802,69,-23.12,-134.97,71.96,10.31
37,Hasaki,20,JP,1569541888,78,35.73,140.83,73.99,4.7
38,Kodiak,1,US,1569541888,56,39.95,-94.76,73.4,8.05
39,New Norfolk,75,AU,1569541888,37,-42.78,147.06,66.2,21.92
40,Atuona,94,PF,1569541889,76,-9.8,-139.03,79.77,16.4
41,Upernavik,100,GL,1569541889,56,72.79,-56.15,39.72,7.9
42,Kapaa,90,US,1569541604,83,22.08,-159.32,86.0,5.55
43,Tiksi,98,RU,1569541889,92,71.64,128.87,33.69,3.18
44,Tuktoyaktuk,75,CA,1569541890,93,69.44,-133.03,37.4,21.92
45,Carnarvon,0,ZA,1569541890,17,-30.97,22.13,54.72,6.96
46,Biloela,0,AU,1569541890,42,-24.4,150.51,74.73,3.69
47,Thompson,75,CA,1569541890,52,55.74,-97.86,41.0,8.05
48,Zhezkazgan,100,KZ,1569541382,50,47.8,67.71,60.51,4.68
49,Goderich,12,CA,1569541396,74,43.74,-81.71,64.0,3.0
50,Morant Bay,75,JM,1569541888,83,17.88,-76.41,78.8,6.93
51,Rio Gallegos,0,AR,1569541659,52,-51.62,-69.22,46.4,5.82
52,Jamestown,12,AU,1569541891,31,-33.21,138.6,66.92,16.96
53,Narsaq,14,GL,1569541891,45,60.91,-46.05,46.4,4.7
54,Bathsheba,20,BB,1569541892,74,13.22,-59.52,80.6,8.05
55,Hobart,75,AU,1569541670,39,-42.88,147.33,66.0,13.87
56,Hithadhoo,100,MV,1569541892,76,-0.6,73.08,82.49,11.43
57,San Javier,0,BR,1569541892,67,-27.87,-55.13,63.0,5.14
58,San Jose,75,HN,1569541639,100,14.25,-87.96,71.6,4.7
59,Mitu,0,IR,1569541893,63,36.2,46.09,50.83,2.86
60,Tautira,20,PF,1569541329,62,-17.73,-149.15,84.2,6.93
61,Mahebourg,40,MU,1569541893,94,-20.41,57.7,73.0,8.05
62,Qasigiannguit,0,GL,1569541894,27,68.82,-51.19,41.0,21.92
63,Matamoros,40,US,1569541894,58,25.87,-97.51,87.8,11.41
64,Imeni Poliny Osipenko,0,RU,1569541894,57,52.42,136.49,47.72,4.14
65,Torbay,90,CA,1569541895,93,47.66,-52.73,51.01,14.99
66,Butaritari,38,KI,1569541895,62,3.07,172.79,84.8,10.4
67,Tasiilaq,83,GL,1569541895,80,65.61,-37.64,39.2,18.34
68,Xunchang,78,CN,1569541309,77,28.45,104.71,65.99,2.26
69,Luanda,75,AO,1569541896,94,-8.83,13.24,73.4,3.36
70,Cape Town,0,ZA,1569541755,72,-33.93,18.42,63.0,2.24
71,Chuy,8,UY,1569541896,78,-33.69,-53.46,55.67,11.03
72,Cockburn Town,24,TC,1569541896,71,21.46,-71.14,83.68,6.15
73,Barrow,49,AR,1569541897,77,-38.31,-60.23,44.8,8.5
74,Zyryanka,0,RU,1569541897,70,65.73,150.89,31.07,0.74
75,Kahului,40,US,1569541897,59,20.89,-156.47,89.6,18.34
76,Norrtalje,0,SE,1569541898,100,59.76,18.7,48.99,4.7
77,Arraial do Cabo,100,BR,1569541898,93,-22.97,-42.02,66.74,4.63
78,Havelock,1,US,1569541898,78,34.88,-76.9,81.0,19.46
79,Avarua,59,CK,1569541899,78,-21.21,-159.78,78.8,5.82
80,Rocha,1,UY,1569541418,93,-34.48,-54.34,47.68,4.54
81,Saint George,40,GR,1569541403,77,39.45,22.34,71.6,3.94
82,Pacific Grove,1,US,1569541899,60,36.62,-121.92,80.01,18.34
83,Leningradskiy,100,RU,1569541899,80,69.38,178.42,30.99,16.91
84,Nantucket,1,US,1569541707,93,41.28,-70.1,71.6,9.17
85,Bluff,16,AU,1569541805,47,-23.58,149.07,74.12,7.92
86,Bojnurd,0,IR,1569541831,54,37.47,57.33,57.2,2.24
87,Yar-Sale,32,RU,1569541900,94,66.83,70.83,31.77,5.88
88,Orocue,83,CO,1569541901,79,4.79,-71.34,78.48,2.82
89,Cordoba,0,AR,1569541402,29,-27.78,-67.24,65.97,10.42
90,Saint-Georges,100,CA,1569541720,100,46.12,-70.67,55.0,5.01
91,Nuuk,5,GL,1569541405,45,64.17,-51.74,42.8,3.36
92,Madimba,75,CM,1569541901,100,4.42,9.93,77.0,4.7
93,Guilin,40,CN,1569541901,72,25.28,110.29,68.0,4.47
94,Georgetown,20,GY,1569541902,74,6.8,-58.16,84.2,6.93
95,Longyearbyen,75,NO,1569541902,86,78.22,15.63,39.2,9.17
96,Pampa,1,US,1569541652,51,35.54,-100.96,84.2,4.7
97,Invermere,65,CA,1569541903,74,50.51,-116.03,50.0,6.6
98,Ambilobe,0,MG,1569541903,79,-13.19,49.05,66.92,4.29
99,Vaitape,48,PF,1569541706,78,-16.52,-151.75,79.83,15.88
100,Puerto Ayora,90,EC,1569541904,73,-0.74,-90.35,73.4,6.93
101,Say,100,NE,1569541904,55,13.1,2.36,89.6,8.05
102,Khatanga,100,RU,1569541904,94,71.98,102.47,31.98,8.93
103,Vorotynets,97,RU,1569541904,95,56.06,45.86,38.84,8.34
104,Lucea,40,JM,1569541905,70,18.44,-78.17,86.0,5.82
105,Baranchinskiy,100,RU,1569541905,86,58.16,59.7,32.0,11.1
106,Cooma,27,AU,1569541905,57,-36.24,149.13,50.0,5.82
107,Ilulissat,0,GL,1569541905,27,69.22,-51.1,41.0,21.92
108,Alexandria,1,RO,1569541906,73,43.97,25.33,61.0,4.0
109,Vostok,0,RU,1569541906,51,46.45,135.83,59.33,1.25
110,Kaitangata,88,NZ,1569541906,62,-46.28,169.85,55.0,15.01
111,Fallon,20,US,1569541906,71,46.84,-105.12,57.99,13.87
112,Saint-Pierre,75,FR,1569541907,82,48.95,4.24,64.4,16.11
113,Kavieng,5,PG,1569541907,74,-2.57,150.8,83.88,10.71
114,Sovetskiy,94,RU,1569541907,94,56.76,48.47,36.68,7.29
115,Mecca,29,SA,1569541907,39,21.43,39.83,83.91,9.24
116,Camacha,40,PT,1569541908,68,33.08,-16.33,71.6,10.29
117,Road Town,1,VG,1569541189,79,18.42,-64.62,84.2,9.17
118,Nome,1,US,1569541908,66,30.04,-94.42,87.01,5.82
119,Orlik,75,PL,1569541908,93,53.95,17.74,52.0,1.12
120,Cherskiy,85,RU,1569541909,42,68.75,161.3,36.41,4.32
121,Mar del Plata,82,AR,1569541853,37,-46.43,-67.52,58.35,15.3
122,La Ronge,75,CA,1569541909,45,55.1,-105.3,48.2,6.93
123,Ipixuna,20,BR,1569541910,78,-1.76,-48.8,80.6,9.17
124,Broome,32,GB,1569541910,87,52.47,1.45,57.99,11.41
125,Timra,0,SE,1569541910,100,62.49,17.33,43.0,4.7
126,Flinders,0,AU,1569541911,42,-34.58,150.85,70.0,12.75
127,Raton,1,US,1569541911,22,36.9,-104.44,89.6,21.92
128,Xacmaz,6,AZ,1569541911,92,41.46,48.81,54.97,4.18
129,Grand Gaube,40,MU,1569541351,94,-20.01,57.66,73.0,8.05
130,Cortez,90,US,1569541912,72,37.35,-108.58,72.0,10.29
131,Paamiut,14,GL,1569541912,66,61.99,-49.67,44.58,8.01
132,Provideniya,90,RU,1569541912,100,64.42,-173.23,48.2,20.13
133,Qaanaaq,100,GL,1569541913,94,77.48,-69.36,31.89,14.5
134,Faanui,48,PF,1569541914,78,-16.48,-151.75,79.83,15.88
135,Pangnirtung,6,CA,1569541914,32,66.15,-65.72,37.6,4.59
136,Hofn,100,IS,1569541914,98,64.25,-15.21,40.28,7.81
137,Ponta Delgada,20,PT,1569541914,94,37.73,-25.67,71.6,6.93
138,Tura,100,RU,1569541915,97,64.27,100.22,28.8,1.07
139,Artesia,1,US,1569541881,23,32.84,-104.4,95.0,4.7
140,Gazanjyk,0,TM,1569541915,64,39.24,55.52,69.39,10.31
141,Pasir Gudang,75,MY,1569541916,83,1.46,103.88,82.4,2.24
142,Necochea,14,AR,1569541916,78,-38.55,-58.74,46.0,3.0
143,Biak,74,ID,1569541916,92,-0.91,122.88,65.91,3.94
144,Kyzyl-Suu,0,KG,1569541917,56,42.34,78.0,63.03,8.1
145,Solnechnyy,0,RU,1569541917,63,50.72,136.64,49.68,2.75
146,Meulaboh,84,ID,1569541917,83,4.14,96.13,79.9,8.63
147,Poum,79,MK,1569541918,90,41.28,20.71,50.67,1.03
148,Digha,100,IN,1569541918,85,21.62,87.51,78.64,8.66
149,Pangody,97,RU,1569541918,97,65.85,74.49,33.24,12.39
150,Bethel,90,US,1569541918,66,60.79,-161.76,53.6,16.11
151,Yaan,99,NG,1569541919,93,7.38,8.57,73.96,3.42
152,Nikolskoye,90,RU,1569541919,81,59.7,30.79,48.0,4.47
153,Beyneu,74,KZ,1569541919,67,45.32,55.19,54.03,12.44
154,Elizabeth City,40,US,1569541323,78,36.3,-76.22,84.99,5.39
155,Maudaha,100,IN,1569541920,91,25.68,80.11,75.74,7.4
156,Anadyr,75,RU,1569541920,93,64.73,177.51,44.6,17.9
157,Andros,20,GR,1569541920,88,37.83,24.93,73.0,4.7
158,Sfantu Gheorghe,0,RO,1569541923,100,44.65,26.83,64.0,8.05
159,Panormos,51,GR,1569541923,75,38.37,22.25,72.0,4.05
160,Butia,40,BR,1569541923,100,-21.88,-47.57,68.0,4.03
161,Cayenne,0,GF,1569541923,78,4.94,-52.33,80.6,4.7
162,Naze,97,NG,1569541924,93,5.43,7.07,74.97,5.95
163,Otane,27,NZ,1569541924,81,-39.89,176.62,55.0,7.0
164,Mezen,100,RU,1569541924,80,65.85,44.24,39.53,8.81
165,Loandjili,40,CG,1569541870,94,-4.77,11.87,77.0,3.36
166,Ouesso,64,CG,1569541925,91,1.61,16.05,70.77,1.54
167,Kieta,0,PG,1569541925,75,-6.22,155.63,81.92,1.03
168,Komsomolskiy,93,RU,1569541925,96,67.55,63.78,28.22,6.67
169,Severo-Kurilsk,84,RU,1569541925,82,50.68,156.12,45.81,31.5
170,College,90,US,1569541926,70,64.86,-147.8,44.6,8.05
171,Lorengau,9,PG,1569541926,70,-2.02,147.27,84.72,10.02
172,Cidreira,0,BR,1569541926,83,-30.17,-50.22,61.95,5.97
173,Alice Town,51,BS,1569541927,73,25.72,-79.3,79.7,15.61
174,Katsuura,75,JP,1569541927,83,33.93,134.5,77.0,4.7
175,Vestmannaeyjar,97,IS,1569541928,89,63.44,-20.27,50.96,9.93
176,Aklavik,75,CA,1569541928,64,68.22,-135.01,39.2,5.82
177,Kiama,0,AU,1569541928,42,-34.67,150.86,70.0,12.75
178,Roald,0,NO,1569541928,58,62.58,6.12,59.0,11.41
179,Sao Filipe,50,CV,1569541928,84,14.9,-24.5,77.52,13.29
180,Andros Town,75,BS,1569541929,69,24.73,-77.79,82.4,9.17
181,Atar,0,MR,1569541929,13,20.52,-13.05,94.39,3.42
182,Charters Towers,36,AU,1569541929,48,-20.07,146.27,77.27,10.98
183,Airai,0,TL,1569541929,43,-8.93,125.41,83.03,1.36
184,Porangatu,73,BR,1569541930,55,-13.44,-49.14,77.69,7.14
185,Rolla,1,US,1569541867,53,37.95,-91.77,75.0,5.82
186,Richards Bay,0,ZA,1569541384,68,-28.77,32.06,62.71,15.14
187,Wasilla,1,US,1569541931,65,61.58,-149.44,48.2,4.7
188,Antofagasta,75,CL,1569541931,71,-23.65,-70.4,57.2,9.17
189,Bowen,75,AU,1569541364,65,-20.01,148.25,77.0,12.75
190,Turukhansk,100,RU,1569541931,97,65.8,87.96,33.91,9.69
191,Constitucion,90,MX,1569541932,38,23.99,-104.67,75.2,4.7
192,Port-Cartier,90,CA,1569541932,100,50.03,-66.88,46.99,9.17
193,Isangel,90,VU,1569541932,69,-19.55,169.27,75.2,9.17
194,Agirish,90,RU,1569541933,81,61.92,63.02,32.02,8.16
195,Felanitx,20,ES,1569541933,88,39.47,3.15,71.01,2.8
196,Sobolevo,0,RU,1569541413,82,54.43,31.9,38.12,3.38
197,Sorong,64,ID,1569541933,83,-0.86,131.25,79.95,4.52
198,Geraldton,75,CA,1569541934,58,49.72,-86.95,53.6,9.17
199,Xuanhua,5,CN,1569541934,39,40.61,115.04,61.92,2.93
200,Beringovskiy,78,RU,1569541934,70,63.05,179.32,48.98,8.63
201,Dicabisagan,51,PH,1569541934,90,17.08,122.42,77.79,2.59
202,Morondava,1,MG,1569541935,74,-20.3,44.28,73.85,8.23
203,Egvekinot,100,RU,1569541935,96,66.32,-179.17,28.91,8.25
204,Gizo,0,IL,1569541935,78,31.8,34.94,75.0,4.7
205,Saskylakh,96,RU,1569541935,95,71.97,114.09,30.98,8.46
206,Dharchula,100,IN,1569541936,98,29.85,80.53,51.28,2.84
207,Deqing,13,CN,1569541936,83,30.54,119.97,73.99,1.92
208,Zaozerne,100,UA,1569541937,97,51.37,23.94,53.96,3.44
209,Tuatapere,100,NZ,1569541937,86,-46.13,167.69,51.01,10.0
210,Lithakia,20,GR,1569541937,100,37.72,20.83,70.0,7.56
211,Ovsyanka,10,RU,1569541937,83,53.58,126.91,49.01,8.9
212,Hambantota,92,LK,1569541938,78,6.12,81.12,80.35,3.24
213,Esperance,90,AU,1569541938,100,-33.86,121.89,53.6,6.93
214,Halifax,40,CA,1569541832,87,44.65,-63.58,59.0,8.05
215,Piacabucu,41,BR,1569541938,78,-10.41,-36.43,74.37,8.43
216,Pandan,0,PH,1569541939,71,11.72,122.09,82.2,3.42
217,Leshukonskoye,99,RU,1569541939,96,64.9,45.76,35.48,7.34
218,Tchaourou,84,BJ,1569541940,93,8.89,2.6,73.82,2.08
219,Khani,40,GE,1569541940,93,41.96,42.96,60.8,2.24
220,Portland,90,US,1569541381,87,43.66,-70.25,61.0,4.7
221,The Pas,90,CA,1569541940,81,53.82,-101.24,44.6,9.17
222,Haskovo,60,BG,1569541941,63,41.93,25.56,64.4,17.22
223,Bonthe,100,SL,1569541881,91,7.53,-12.5,75.81,5.48
224,Cacheu,0,GW,1569541941,94,12.27,-16.16,80.6,2.24
225,Paita,73,PE,1569541942,95,-5.09,-81.11,62.93,12.19
226,Bubaque,78,GW,1569541942,78,11.28,-15.83,82.31,9.73
227,Ndola,29,ZM,1569541942,64,-12.97,28.64,55.99,1.99
228,Chapais,1,CA,1569541943,93,49.78,-74.86,48.2,6.93
229,Yulara,1,AU,1569541943,35,-25.24,130.99,71.6,2.24
230,Senanga,0,ZM,1569541943,44,-16.1,23.3,61.22,8.86
231,Lavrentiya,100,RU,1569541944,98,65.58,-170.99,37.06,16.73
232,Gat,20,SN,1569541944,88,14.69,-16.54,82.4,5.82
233,Chaman,0,AF,1569541945,14,30.92,66.46,69.59,5.55
234,Predivinsk,23,RU,1569541945,92,57.07,93.44,28.42,2.93
235,Hisar,8,IN,1569541945,70,29.16,75.73,79.41,10.18
236,Cairns,90,AU,1569541852,69,-16.92,145.77,79.0,10.29
237,Anaconda,90,US,1569541946,66,46.13,-112.94,53.6,6.93
238,Yertarskiy,93,RU,1569541946,96,56.79,64.3,31.59,6.35
239,Shakiso,96,ET,1569541946,99,5.77,38.9,53.53,0.85
240,Buala,66,SB,1569541947,70,-8.15,159.59,83.52,6.29
241,Karakol,0,KG,1569541947,43,42.49,78.39,57.83,4.21
242,La Orilla,83,MX,1569541947,85,18.0,-102.23,81.27,10.4
243,Dukat,44,AL,1569541948,90,40.25,19.57,71.01,5.01
244,Diamantino,52,BR,1569541948,78,-14.4,-56.44,75.11,1.59
245,Zhigansk,64,RU,1569541948,79,66.77,123.37,33.93,8.84
246,Bilma,0,NE,1569541948,10,18.69,12.92,86.56,5.48
247,San Cristobal,83,HN,1569541949,85,14.68,-86.92,72.07,2.53
248,Sambava,8,MG,1569541949,85,-14.27,50.17,64.92,3.56
249,Galle,100,GN,1569541949,99,10.08,-12.83,70.77,2.15
250,Tilichiki,92,RU,1569541402,74,60.47,166.1,45.68,7.54
251,Powassan,40,CA,1569541950,76,46.08,-79.36,55.99,20.8
252,Troitskoye,46,RU,1569541950,78,52.98,84.68,36.48,3.42
253,Suez,0,EG,1569541950,74,29.97,32.54,72.59,12.3
254,Mercedes,18,UY,1569541951,59,-33.25,-58.03,66.99,15.01
255,Faya,0,SA,1569541951,49,18.39,42.45,69.8,11.41
256,Bilibino,76,RU,1569541951,65,68.06,166.44,25.86,3.94
257,Sheboygan,1,US,1569541951,55,43.75,-87.71,64.4,4.7
258,Zilair,0,RU,1569541952,89,52.23,57.44,30.0,3.44
259,Vagur,100,FO,1569541952,97,61.47,-6.81,49.55,17.9
260,Balta,72,UA,1569541952,82,47.94,29.62,50.51,6.4
261,Dingle,0,PH,1569541953,77,11.0,122.67,80.46,3.85
262,Kupang,0,ID,1569541953,71,-10.16,123.6,77.22,9.35
263,Krasnovishersk,100,RU,1569541953,98,60.4,57.08,32.25,7.99
264,Kloulklubed,75,PW,1569541954,83,7.04,134.26,82.4,9.17
265,Deputatskiy,100,RU,1569541954,89,69.3,139.9,19.87,4.41
266,Alice Springs,0,AU,1569541954,36,-23.7,133.88,75.2,6.93
267,Nara,75,JP,1569541954,78,34.68,135.8,80.01,4.7
268,Ust-Tsilma,99,RU,1569541955,93,65.44,52.15,35.91,8.41
269,Novopokrovka,0,UA,1569541955,43,49.84,36.56,50.0,4.47
270,Usinsk,88,RU,1569541955,96,66.0,57.56,33.93,12.39
271,Krasnokamensk,92,RU,1569541955,43,50.1,118.04,59.06,6.91
272,Vanavara,100,RU,1569541956,76,60.35,102.28,33.64,2.68
273,Awbari,0,LY,1569541956,19,26.59,12.77,81.16,4.59
274,Almeirim,7,BR,1569541956,78,-1.53,-52.58,76.66,1.41
275,Great Yarmouth,62,GB,1569541956,87,52.61,1.73,57.2,11.41
276,Bambous Virieux,40,MU,1569541957,94,-20.34,57.76,73.0,8.05
277,Yerbogachen,60,RU,1569541957,76,61.28,108.01,32.33,4.03
278,Tbilisi,40,GE,1569541909,82,41.69,44.8,62.6,10.29
279,Port-Gentil,75,GA,1569541958,88,-0.72,8.78,78.8,11.41
280,Acapulco,40,MX,1569541691,74,16.86,-99.88,86.0,10.29
281,Port Moresby,40,PG,1569541958,74,-9.47,147.16,84.2,14.99
282,Codrington,1,AU,1569541959,68,-28.95,153.24,73.4,3.36
283,Dzaoudzi,75,YT,1569541959,83,-12.79,45.27,77.0,24.16
284,Hudson Bay,82,CA,1569541959,59,52.86,-102.4,43.65,4.7
285,Gamba,100,CN,1569541959,70,28.28,88.52,35.62,2.71
286,Seymchan,58,RU,1569541960,52,62.93,152.39,31.23,4.45
287,Kaeo,56,NZ,1569541960,70,-35.1,173.78,68.0,11.14
288,Pouebo,85,NC,1569541960,53,-20.4,164.57,74.63,6.35
289,Verkhnevilyuysk,51,RU,1569541961,82,63.45,120.31,34.25,4.25
290,Bougouni,58,ML,1569541961,94,11.42,-7.49,73.24,5.91
291,Panzhihua,63,CN,1569541961,87,26.59,101.72,55.6,0.47
292,Hami,30,CN,1569541961,26,42.84,93.51,70.0,14.14
293,Kruisfontein,0,ZA,1569541962,19,-34.0,24.73,65.21,6.46
294,Vanimo,56,PG,1569541962,72,-2.67,141.3,82.62,6.73
295,Labuhan,97,ID,1569541962,84,-2.54,115.51,77.24,1.14
296,Vuktyl,100,RU,1569541962,97,63.86,57.31,34.68,5.26
297,Brokopondo,40,SR,1569541963,88,5.06,-54.98,77.0,8.05
298,Ereymentau,85,KZ,1569541963,50,51.62,73.1,41.69,8.21
299,Katobu,3,ID,1569541963,62,-4.94,122.53,81.54,6.62
300,Bukachacha,99,RU,1569541964,85,52.99,116.91,53.66,0.36
301,Matara,87,BI,1569541964,85,-3.48,29.48,53.33,1.5
302,Caravelas,31,BR,1569541964,84,-17.73,-39.27,74.01,10.31
303,Lagoa,0,PT,1569541400,77,37.14,-8.45,69.01,3.36
304,Baker City,90,US,1569541965,67,44.77,-117.83,64.0,4.7
305,Victoria,75,BN,1569541689,88,5.28,115.24,80.6,2.24
306,Adrar,20,DZ,1569541965,9,27.87,-0.29,86.0,9.17
307,Luderitz,93,NA,1569541966,36,-26.65,15.16,75.2,2.24
308,Steamboat Springs,1,US,1569541751,23,40.48,-106.83,80.6,14.99
309,Ajdabiya,0,LY,1569541966,71,30.75,20.22,75.29,12.64
310,Tabou,83,CI,1569541966,96,4.42,-7.36,74.34,3.58
311,Surat,40,IN,1569541967,94,21.19,72.81,80.6,3.36
312,Guerrero Negro,8,MX,1569541967,76,27.97,-114.04,67.44,10.09
313,Makakilo City,90,US,1569541859,88,21.35,-158.09,86.0,9.17
314,Vila Franca do Campo,20,PT,1569541967,94,37.72,-25.43,71.6,6.93
315,Cabedelo,0,BR,1569541382,88,-6.97,-34.84,73.4,5.82
316,San Patricio,0,PY,1569541968,59,-26.98,-56.83,64.46,6.78
317,Sinop,0,TR,1569541968,88,42.03,35.15,63.74,10.07
318,Boa Vista,0,BR,1569541968,58,2.82,-60.67,86.0,3.36
319,Lompoc,1,US,1569541895,57,34.64,-120.46,77.0,10.29
320,Svetlaya,0,RU,1569541969,45,46.54,138.33,57.9,2.64
321,Sabang,0,PH,1569541970,94,13.8,121.11,79.0,2.04
322,Kon Tum,95,VN,1569541970,95,14.36,108.0,66.15,1.59
323,Covington,75,US,1569541970,83,35.56,-89.65,82.0,3.36
324,Usatove,0,UA,1569541970,82,46.54,30.65,55.4,3.83
325,Ayagoz,95,KZ,1569541971,61,47.96,80.43,47.28,3.0
326,Saldanha,0,PT,1569541971,71,41.42,-6.55,58.84,3.44
327,Marsh Harbour,100,BS,1569541972,75,26.54,-77.06,79.52,12.8
328,Moussoro,46,TD,1569541419,57,13.64,16.49,83.7,8.79
329,Ahipara,70,NZ,1569541378,71,-35.17,173.16,68.0,19.77
330,Udachnyy,90,RU,1569541972,86,66.42,112.4,30.2,2.24
331,Praia da Vitoria,40,PT,1569541973,88,38.73,-27.07,73.4,8.7
332,Sarakhs,0,TM,1569541976,45,36.54,61.16,68.0,2.24
333,Seoul,1,KR,1569541421,88,37.57,126.98,71.6,1.12
334,Banda Aceh,38,ID,1569541916,76,5.56,95.32,82.13,7.7
335,Sulangan,41,PH,1569541977,73,11.14,123.72,82.74,2.62
336,Puerto Escondido,90,MX,1569541977,70,15.86,-97.07,86.0,4.7
337,Maceio,0,BR,1569541977,88,-9.67,-35.74,71.6,6.93
338,Usogorsk,91,RU,1569541978,94,63.43,48.71,36.63,6.93
339,Xining,2,CN,1569541978,51,36.62,101.77,42.66,1.03
340,Oleksandrivka,97,UA,1569541978,49,48.97,32.24,56.16,8.86
341,San Quintin,0,PH,1569541979,78,17.54,120.52,80.04,1.92
342,Tabas,0,IR,1569541979,7,33.6,56.92,74.43,5.03
343,Ixtapa,75,MX,1569541979,74,20.71,-105.21,87.8,6.93
344,Byron Bay,90,AU,1569541397,77,-28.65,153.62,73.4,2.24
345,Campbellton,100,CA,1569541980,100,48.0,-66.68,50.34,5.77
346,Manzanillo,75,MX,1569541980,74,19.05,-104.32,87.8,17.22
347,Auki,97,NG,1569541980,79,12.18,6.51,76.52,16.31
348,Jackson,1,US,1569541746,26,43.48,-110.76,69.8,5.82
349,Sainte-Rose,75,CA,1569541981,87,45.61,-73.79,59.0,3.36
350,Ambon,90,FR,1569541981,93,47.55,-2.56,62.6,3.36
351,Nueve de Julio,0,AR,1569541899,22,-31.67,-68.39,74.57,1.36
352,Jiayuguan,0,CN,1569541982,16,39.77,98.29,62.89,7.02
353,High Rock,75,BS,1569541982,74,26.63,-78.28,80.6,11.41
354,Hollins,40,US,1569541982,60,37.35,-79.95,82.4,4.7
355,Vilyuysk,15,RU,1569541983,79,63.75,121.63,34.9,5.44
356,Srednekolymsk,100,RU,1569541983,62,67.46,153.71,31.46,5.48
357,Liverpool,75,GB,1569541933,93,53.41,-2.98,57.2,13.87
358,Clyde River,20,CA,1569541983,86,70.47,-68.59,37.4,2.24
359,Palu,97,ID,1569541984,84,-0.9,119.87,77.69,2.75
360,Berlevag,100,NO,1569541984,97,70.86,29.09,44.8,14.58
361,Omboue,100,GA,1569541985,86,-1.57,9.26,77.42,11.92
362,Porbandar,100,IN,1569541985,87,21.64,69.61,80.76,16.62
363,Gualaquiza,56,EC,1569541985,96,-3.4,-78.58,50.43,4.21
364,Itoman,75,JP,1569541985,89,26.12,127.67,84.2,8.05
365,Pedernales,89,EC,1569541986,85,0.07,-80.05,73.24,11.12
366,Berdigestyakh,51,RU,1569541986,88,62.1,126.7,37.62,6.33
367,Beloha,78,MG,1569541987,85,-25.17,45.06,67.03,16.53
368,Acheng,0,CN,1569541987,87,45.55,126.95,66.0,4.47
369,Mantua,40,IT,1569541988,93,45.16,10.79,64.99,3.36
370,Antalaha,19,MG,1569541988,95,-14.9,50.28,61.79,4.21
371,Vila Velha,0,BR,1569541988,69,-3.71,-38.6,80.6,12.75
372,Shizuishan,0,CN,1569541988,58,39.02,106.36,51.69,4.52
373,Arlit,0,NE,1569541989,10,18.74,7.39,92.16,10.38
374,Teahupoo,20,PF,1569541989,62,-17.83,-149.27,84.2,8.05
375,Nata,0,BW,1569541990,57,-20.21,26.19,49.44,11.7
